Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown
18.1,25000.0,5.3,75.6,5,50.2,3.3,4.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
20.5,25000.0,3.06,78.3,1,25.1,4.8,0.39,3,1,1,1,0,1,0,0,1,0,1,0,0,0
23.8,25000.0,7.44,78.1,3,26.2,3.7,2.51,2,0,1,1,1,0,1,0,0,0,1,0,0,0
20.9,31529.0,0.6,90.4,4,30.3,9.5,0.29,2,1,0,1,1,0,0,1,0,0,0,0,0,0
21.3,38479.0,3.42,75.7,1,25.2,9.1,1.11,1,1,0,1,1,0,0,0,0,1,0,1,0,0
22.0,90788.0,4.15,100.0,2,27.9,7.6,1.36,2,1,1,1,0,0,0,1,0,0,0,0,0,0
23.6,39407.0,4.08,88.0,2,42.3,6.2,2.57,0,0,0,1,1,0,0,0,0,0,0,0,0,1
17.4,29740.5,4.0,63.1,3,29.2,5.5,4.0,3,0,1,1,0,0,0,1,0,0,0,1,0,0
22.3,25000.0,3.64,86.8,0,33.5,7.9,2.37,2,0,0,1,0,0,0,0,1,0,1,0,0,0
20.4,25000.0,5.63,87.8,3,54.4,5.7,3.39,2,0,1,1,0,0,0,0,1,0,0,1,0,0
21.4,25000.0,2.4,79.5,2,47.6,4.0,2.97,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23.3,91750.0,3.69,91.2,0,17.4,9.3,1.13,1,0,0,1,1,1,1,0,0,0,0,0,0,0
18.4,35337.0,2.55,74.2,3,50.9,6.5,1.53,2,0,0,1,1,0,0,0,1,0,0,0,1,0
18.8,25000.0,3.36,86.7,4,46.5,8.1,0.59,1,1,0,1,0,0,1,0,0,0,0,1,0,0
17.0,25000.0,3.67,81.2,0,47.9,8.8,0.03,3,1,1,1,0,0,0,1,0,0,0,0,1,0
19.8,25000.0,4.8,84.3,1,22.5,2.3,2.35,1,0,1,1,1,1,1,0,0,0,0,1,0,0
23.9,25000.0,2.68,83.8,3,32.5,3.9,2.05,0,1,1,1,1,0,0,0,0,1,1,0,0,0
20.7,65497.0,3.64,82.1,1,25.3,5.1,0.87,3,0,1,1,0,0,1,0,0,0,1,0,0,0
18.1,29203.0,4.03,97.8,2,31.5,6.4,2.85,2,0,1,0,0,1,0,0,0,1,0,0,0,0
19.9,25000.0,4.19,77.3,0,51.0,7.1,0.55,0,1,0,1,1,0,0,0,0,1,0,0,0,0
17.7,118928.0,2.56,75.7,0,31.7,5.4,1.16,0,1,0,0,0,1,0,0,0,1,1,0,0,0
18.5,25000.0,4.3,81.3,1,9.4,7.8,2.09,2,0,0,1,0,0,0,0,1,0,0,1,0,0
21.9,25000.0,5.52,92.4,4,25.5,6.6,2.97,1,0,1,1,0,1,0,0,0,0,1,0,0,0
18.4,65257.0,5.5,82.3,3,22.1,6.6,0.39,2,0,0,1,1,0,1,0,0,0,0,0,0,0
23.4,38143.0,3.64,81.4,3,51.5,5.0,1.48,3,1,0,1,0,1,0,0,0,0,1,0,0,0
20.8,25000.0,4.68,77.6,3,20.2,6.1,2.25,3,0,1,1,1,1,1,0,0,0,0,1,0,0
21.2,25000.0,3.79,78.1,0,25.1,6.1,1.05,2,0,1,1,0,1,1,0,0,0,0,0,0,0
20.4,29740.5,4.0,90.6,4,25.5,5.5,0.83,3,1,1,1,1,0,1,0,0,0,1,0,0,0
22.7,25000.0,4.88,81.5,1,49.2,3.1,4.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
22.7,29858.0,2.49,84.0,3,41.5,6.8,2.42,3,1,1,1,1,1,0,0,0,0,0,0,0,0
21.7,33344.0,3.8,76.4,3,36.8,2.5,2.41,0,0,0,1,1,1,0,1,0,0,0,0,0,1
22.2,29740.5,4.0,88.2,3,32.8,5.5,2.9,0,0,1,1,0,0,0,0,0,1,0,1,0,0
20.5,29041.0,3.88,91.8,3,32.6,6.6,0.64,2,1,1,0,1,0,0,1,0,0,0,0,0,0
22.2,25000.0,2.5,74.6,3,30.9,4.0,2.72,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20.3,35450.0,3.85,74.8,2,54.7,5.5,0.03,1,1,0,1,0,0,0,1,0,0,0,1,0,0
21.0,64107.0,3.8,75.2,3,14.8,3.8,3.57,2,0,0,1,0,0,0,0,0,1,1,0,0,0
20.4,26966.0,3.84,90.3,0,5.0,6.6,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20.0,26652.0,4.33,74.3,2,35.3,5.6,0.63,2,1,1,0,0,0,1,0,0,0,0,0,0,1
19.5,31251.0,2.0,79.2,3,46.8,5.5,1.11,2,0,0,1,0,1,0,0,0,1,1,0,0,0
22.0,58158.0,5.01,74.1,3,32.2,7.5,0.89,2,0,0,1,0,0,0,0,1,0,1,0,0,0
23.9,25000.0,5.09,95.5,4,6.2,6.3,2.97,3,0,1,1,0,0,0,1,0,0,1,0,0,0
23.6,71005.0,5.83,77.7,2,38.9,6.4,3.88,2,0,1,1,0,0,0,0,0,0,0,0,0,0
18.2,38282.0,3.87,95.3,2,17.2,7.5,2.22,0,0,1,1,0,0,1,0,0,0,0,0,0,0
23.8,30249.0,4.34,81.8,2,14.6,7.7,1.72,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.3,61571.0,5.36,78.1,1,18.3,3.8,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22.3,25000.0,3.09,88.4,0,10.7,6.8,2.73,3,0,1,1,1,0,0,0,0,0,0,1,0,0
19.0,40669.0,4.64,81.7,3,32.4,6.3,2.29,1,0,0,1,1,1,0,0,0,1,1,0,0,0
21.3,38491.0,3.04,93.3,2,22.2,7.9,0.41,0,1,0,1,1,0,1,0,0,0,0,1,0,0
21.7,25000.0,4.67,80.3,1,14.0,3.2,3.29,1,0,0,1,0,0,0,0,1,0,1,0,0,0
17.7,39198.0,4.51,78.4,3,58.6,4.3,3.84,1,0,0,1,1,0,0,1,0,0,0,0,0,0
22.3,29740.5,4.0,78.4,0,23.6,5.5,1.87,2,1,1,0,0,0,0,0,0,1,1,0,0,0
24.0,26709.0,4.66,91.9,3,30.6,8.0,2.54,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20.6,29740.5,4.0,84.0,2,48.6,5.5,0.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24.0,25000.0,3.79,76.1,0,38.1,5.4,1.98,1,0,0,1,1,0,0,0,0,0,1,0,0,0
20.6,34968.0,5.06,70.5,1,52.9,4.3,1.61,2,0,1,1,1,0,0,0,0,1,0,1,0,0
22.9,27474.0,5.4,83.7,1,21.6,6.9,0.55,2,1,1,1,0,0,1,0,0,0,0,0,0,1
17.0,25000.0,4.54,74.5,3,42.6,6.7,1.25,0,1,0,1,0,1,0,0,0,0,0,0,0,0
26.3,40204.0,4.02,67.9,4,35.9,4.5,3.1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
24.3,29740.5,4.0,75.7,1,41.9,5.5,4.0,3,0,0,1,1,1,1,0,0,0,1,0,0,0
20.4,25000.0,3.58,72.1,2,40.1,6.9,1.35,2,0,0,1,1,0,0,0,0,0,0,0,0,0
17.0,25000.0,5.16,67.7,2,20.7,6.4,0.94,2,1,1,1,0,1,0,1,0,0,0,0,0,0
21.6,47736.0,3.2,80.9,1,63.9,4.3,3.57,1,0,1,1,1,0,1,0,0,0,1,0,0,0
17.8,29740.5,4.0,64.6,2,5.0,5.5,2.19,2,0,0,0,1,1,0,1,0,0,1,0,0,0
22.0,35159.0,2.79,75.0,5,19.6,6.7,2.32,3,0,0,1,1,0,1,0,0,0,0,0,0,0
21.9,30729.0,3.89,83.8,2,38.2,7.7,2.16,1,1,1,1,0,1,0,0,1,0,0,0,0,1
18.9,25000.0,5.97,79.6,1,33.5,7.0,1.35,1,0,1,1,0,0,0,0,0,1,1,0,0,0
23.5,96182.0,5.98,99.6,2,31.6,4.9,3.79,0,0,0,1,0,0,0,1,0,0,1,0,0,0
22.8,33117.0,6.12,80.5,2,38.6,4.1,4.0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
23.1,46788.0,3.17,71.8,0,19.9,9.1,1.82,1,0,0,1,0,1,0,0,0,1,1,0,0,0
21.0,35274.0,7.52,84.4,2,40.1,4.6,4.0,3,0,1,1,1,1,0,0,0,0,0,1,0,0
17.9,25876.0,5.54,85.1,3,28.4,2.2,4.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
23.2,29394.0,5.32,79.3,3,46.8,3.3,1.22,0,1,0,1,0,0,0,1,0,0,1,0,0,0
20.4,29740.5,4.0,53.7,1,26.3,5.5,1.02,3,0,0,1,0,0,0,0,0,1,1,0,0,0
17.9,57117.0,1.97,94.4,2,35.6,7.7,0.71,2,0,1,1,0,0,1,0,0,0,0,1,0,0
24.0,95913.0,3.19,71.9,2,37.6,8.8,1.58,0,0,1,1,0,0,0,0,1,0,0,0,0,1
25.6,33962.0,3.46,89.1,0,40.9,5.9,3.26,0,0,1,1,1,0,0,1,0,0,0,0,1,0
20.9,25000.0,3.81,91.9,1,30.4,2.6,3.23,1,0,0,1,1,0,0,0,0,0,1,0,0,0
25.8,25000.0,3.44,79.5,0,26.6,7.7,0.87,3,0,0,1,0,0,0,0,1,0,1,0,0,0
21.2,25000.0,3.96,89.0,4,20.7,6.3,3.4,2,0,1,1,0,0,0,0,1,0,0,0,0,0
20.2,47109.0,4.62,89.7,3,35.8,7.7,1.43,0,0,1,1,0,0,0,1,0,0,0,1,0,0
19.6,25000.0,4.1,73.4,3,7.2,6.6,1.45,2,0,1,1,0,0,0,0,1,0,0,0,0,1
24.6,25000.0,3.74,93.8,4,33.7,3.0,4.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
19.3,130387.0,3.66,84.6,1,34.6,6.7,1.59,2,0,1,1,1,0,1,0,0,0,1,0,0,0
22.6,25000.0,5.84,64.7,2,52.5,2.7,2.91,2,0,1,1,1,0,1,0,0,0,0,0,1,0
19.8,25000.0,3.5,83.6,2,22.1,4.1,3.89,0,0,1,0,0,1,0,0,1,0,0,0,0,0
20.0,81062.0,5.01,77.5,1,32.3,7.4,0.04,1,0,1,1,0,1,1,0,0,0,0,0,0,0
23.3,29740.5,4.0,70.6,1,31.9,5.5,2.16,3,0,0,1,0,0,0,1,0,0,1,0,0,0
20.2,58804.0,1.58,76.9,1,16.7,3.8,3.33,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20.1,29740.5,4.0,76.9,1,29.9,5.5,3.89,3,0,1,1,0,0,0,1,0,0,0,0,0,0
23.5,25000.0,5.6,73.7,1,13.9,5.5,1.65,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24.5,82738.0,6.94,83.8,2,41.6,9.1,0.43,0,0,1,1,0,1,0,0,0,0,0,0,0,0
22.4,51733.0,5.15,86.2,2,37.1,6.5,1.51,0,0,0,1,0,1,0,0,1,0,0,0,0,0
19.6,51637.0,4.07,82.0,0,35.2,9.7,2.42,1,0,0,1,1,0,0,1,0,0,0,1,0,0
19.9,37071.0,4.75,79.6,1,22.4,5.2,2.77,0,0,0,1,0,1,0,1,0,0,0,1,0,0
21.2,42594.0,3.38,82.8,4,47.0,7.1,2.3,0,0,0,1,0,1,0,0,0,1,0,0,0,0
21.7,25000.0,2.89,90.5,2,17.0,4.9,4.0,3,0,0,1,0,1,0,1,0,0,0,0,0,0
18.8,31792.0,6.72,73.7,1,30.6,4.1,3.55,2,0,0,1,0,1,0,0,1,0,0,0,0,0
22.6,25000.0,3.63,71.3,1,16.0,3.8,1.4,2,0,1,1,1,0,0,0,1,0,0,0,0,1
21.2,25000.0,4.18,72.4,1,27.8,6.1,0.75,2,1,0,1,0,1,0,0,0,1,1,0,0,0
17.2,38047.0,4.61,68.9,2,45.3,7.8,0.0,3,1,0,1,0,0,0,1,0,0,0,1,0,0
19.0,59569.0,3.7,73.9,1,35.7,4.9,1.2,3,0,0,1,1,0,1,0,0,0,0,0,1,0
19.9,25000.0,5.25,91.1,1,18.9,8.1,1.74,1,0,1,1,0,0,0,0,0,1,1,0,0,0
20.8,26181.0,3.87,68.4,4,23.7,8.8,0.01,3,1,1,1,0,0,1,0,0,0,1,0,0,0
25.2,25000.0,8.58,80.0,1,25.4,7.1,2.82,3,0,1,1,0,0,0,0,0,0,0,0,1,0
21.5,29862.0,1.52,87.3,4,20.0,6.1,0.17,3,1,0,1,0,0,1,0,0,0,0,1,0,0
19.2,46913.0,3.13,82.1,4,33.3,4.3,1.39,0,0,0,1,1,0,0,1,0,0,0,0,0,0
21.5,47806.0,5.4,89.0,1,56.2,7.8,2.19,2,0,1,1,0,1,0,0,1,0,0,1,0,0
20.2,41238.0,1.96,77.4,1,23.3,3.4,2.28,1,0,1,0,0,0,1,0,0,0,0,0,0,0
21.7,25000.0,4.26,78.1,0,53.2,6.6,1.67,3,1,0,0,0,0,0,1,0,0,0,0,0,0
22.3,25000.0,3.57,78.9,2,30.0,3.2,1.37,0,0,0,1,0,1,0,0,0,0,1,0,0,0
23.7,47918.0,3.85,86.4,2,33.9,3.6,3.53,1,0,0,1,0,1,0,0,0,0,0,1,0,0
20.9,48397.0,5.57,100.0,1,33.1,5.4,2.92,1,0,0,1,1,0,0,0,0,0,0,0,0,1
24.6,26817.0,4.19,81.9,1,9.6,6.8,1.62,3,0,1,1,0,0,0,0,0,0,1,0,0,0
23.0,25000.0,3.02,80.1,1,35.5,7.3,0.78,1,1,1,1,0,1,1,0,0,0,0,0,0,0
19.4,59895.0,5.32,74.3,6,5.0,5.5,1.55,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25.9,25000.0,4.3,95.9,2,32.5,4.7,1.64,1,0,0,0,1,1,0,0,0,1,0,0,0,0
21.7,46516.0,2.21,78.9,6,32.0,4.1,2.83,1,0,1,1,0,1,0,0,1,0,0,0,1,0
19.2,27389.0,3.13,77.1,2,11.6,6.8,0.88,1,0,1,1,1,0,1,0,0,0,1,0,0,0
24.6,25000.0,3.89,80.3,2,30.8,6.7,1.73,2,1,1,1,0,0,0,0,0,0,1,0,0,0
25.6,78228.0,5.0,96.6,3,26.5,5.8,3.44,1,0,0,1,0,0,0,1,0,0,1,0,0,0
20.9,29740.5,4.0,77.5,3,28.2,5.5,2.21,3,0,1,1,1,0,0,0,0,1,0,0,0,0
19.9,25000.0,5.24,81.8,1,28.3,8.4,1.35,2,0,0,1,0,1,0,0,1,0,0,1,0,0
20.6,25000.0,4.09,61.9,4,22.9,7.3,1.19,3,1,0,1,0,1,0,0,0,1,1,0,0,0
22.6,25000.0,3.12,89.8,1,30.9,3.0,1.35,1,1,0,1,0,0,0,0,1,0,1,0,0,0
23.8,25000.0,4.07,79.7,1,40.4,7.1,4.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
22.3,94379.0,4.95,89.3,0,27.1,8.0,1.13,3,1,0,1,0,0,0,1,0,0,0,0,0,0
21.2,25000.0,3.76,87.1,1,29.4,4.0,0.25,2,1,1,0,1,1,0,0,1,0,0,0,0,0
24.3,70861.0,2.57,83.3,2,37.8,7.2,1.75,2,1,0,1,1,1,0,0,0,1,0,1,0,0
20.3,27489.0,4.26,78.4,2,57.2,10.0,1.98,1,0,0,1,0,0,0,0,0,0,0,1,0,0
23.3,25000.0,2.82,82.5,2,27.7,6.4,2.67,3,0,0,1,0,1,0,1,0,0,0,0,0,1
20.4,25000.0,5.95,71.3,1,9.6,5.1,3.04,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21.9,25000.0,5.48,83.8,2,19.2,5.3,1.25,2,1,0,1,1,0,0,0,0,0,1,0,0,0
20.8,25000.0,3.7,86.4,3,37.2,5.7,2.72,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20.9,25000.0,4.59,82.7,3,48.2,2.7,4.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0
20.2,25000.0,3.89,82.3,1,18.7,2.6,1.84,2,0,0,1,1,0,1,0,0,0,0,0,0,0
24.0,73694.0,5.95,77.2,2,29.5,6.0,2.99,2,0,1,1,0,0,0,0,0,1,0,1,0,0
19.4,33746.0,1.91,80.7,1,30.2,5.4,1.02,1,1,0,1,1,1,1,0,0,0,0,0,0,0
19.4,25000.0,4.25,73.2,0,20.8,6.7,3.66,1,0,1,0,1,0,1,0,0,0,0,0,0,0
25.7,33964.0,2.76,77.6,3,48.4,5.0,1.19,1,1,0,1,1,0,0,0,0,0,0,0,0,0
23.2,25000.0,4.55,98.5,3,44.0,5.6,2.97,2,0,0,1,0,0,0,0,0,1,0,0,0,0
17.0,29740.5,4.0,82.7,1,34.1,5.5,0.83,3,1,1,1,0,1,0,0,1,0,1,0,0,0
19.8,175258.0,4.43,85.9,3,25.0,1.4,4.0,3,0,1,1,1,0,1,0,0,0,1,0,0,0
17.0,33315.0,6.52,81.8,4,41.5,3.9,2.98,3,0,0,1,1,0,0,0,0,0,0,0,0,0
18.9,25000.0,3.29,82.5,1,36.2,4.6,1.61,1,1,1,0,0,1,0,1,0,0,0,1,0,0
17.0,25000.0,2.04,83.1,0,24.8,5.2,2.33,1,0,1,0,0,0,0,0,1,0,0,1,0,0
20.7,25000.0,4.86,80.1,2,41.7,2.9,2.14,0,0,1,1,0,0,0,0,0,1,0,1,0,0
18.5,80233.0,3.59,86.7,2,34.4,3.9,2.64,1,0,1,1,0,1,0,1,0,0,0,1,0,0
21.1,73216.0,5.23,76.3,1,10.1,6.8,3.2,3,0,0,1,1,0,0,0,0,0,0,0,0,0
17.4,46720.0,5.43,70.1,2,18.1,6.3,2.21,0,0,0,1,0,0,0,0,0,1,1,0,0,0
21.2,25000.0,5.34,83.6,0,14.0,1.0,4.0,3,0,1,0,1,0,0,0,1,0,0,1,0,0
20.1,73569.0,3.97,90.9,0,42.4,5.1,1.64,3,0,1,1,0,0,0,0,0,1,0,1,0,0
24.3,38944.0,6.37,76.8,1,21.6,5.2,3.21,1,0,1,1,1,1,0,0,0,1,0,0,0,0
24.1,44044.0,5.03,88.3,2,37.5,3.9,3.15,3,0,1,1,1,1,0,0,1,0,1,0,0,0
22.7,38859.0,3.06,87.4,3,56.1,5.2,2.33,1,0,0,1,0,1,0,0,0,0,0,1,0,0
20.3,25000.0,3.15,94.5,2,39.5,6.2,2.91,3,0,0,1,1,0,0,0,0,1,0,0,0,0
25.4,25000.0,5.7,96.9,2,25.0,6.8,3.24,0,0,1,1,1,1,1,0,0,0,1,0,0,0
17.6,25000.0,4.87,86.6,1,21.1,5.7,2.08,2,0,1,1,0,0,1,0,0,0,0,1,0,0
17.9,43747.0,3.06,81.0,3,26.3,6.7,0.99,1,0,1,1,0,1,0,0,1,0,0,1,0,0
20.8,25000.0,3.54,69.1,4,17.7,5.5,1.59,2,1,1,1,0,1,0,0,1,0,0,1,0,0
26.0,26763.0,3.92,89.8,1,16.3,1.4,3.76,3,0,0,1,0,1,0,0,0,1,0,0,0,0
20.6,26743.0,5.07,91.1,1,20.3,5.3,2.44,3,0,1,1,0,0,1,0,0,0,0,0,0,0
20.6,47841.0,3.71,79.9,1,36.4,3.3,0.75,3,1,1,1,0,1,0,0,0,1,0,0,1,0
17.8,44569.0,5.71,84.8,3,23.7,5.7,2.04,1,0,1,1,1,0,0,0,0,0,0,0,0,0
23.1,25000.0,4.47,73.8,2,27.3,5.1,1.74,2,0,0,1,1,0,1,0,0,0,0,1,0,0
23.1,70828.0,5.77,77.2,1,35.6,5.1,3.48,2,0,0,1,0,1,0,0,0,0,0,1,0,0
22.7,25000.0,2.51,71.4,3,38.7,4.0,0.63,3,1,1,1,1,0,0,0,0,1,1,0,0,0
19.6,57259.0,5.95,84.2,2,6.8,4.8,3.24,2,0,0,1,1,0,0,0,0,1,0,0,1,0
19.4,25000.0,5.52,78.8,3,9.3,6.1,2.69,3,0,1,0,0,0,0,0,0,1,0,1,0,0
18.2,32806.0,4.1,92.0,2,25.4,3.9,2.7,3,0,0,1,0,1,0,1,0,0,0,0,0,0
21.2,34050.0,3.32,83.9,2,16.6,4.4,1.87,2,0,0,1,1,0,0,0,0,1,0,1,0,0
18.6,33477.0,5.69,84.8,4,40.3,2.3,3.25,2,0,1,0,0,1,1,0,0,0,1,0,0,0
18.4,44565.0,3.4,82.1,2,24.4,6.0,2.88,2,0,0,0,1,0,0,0,0,1,0,0,0,0
20.1,37604.0,3.99,94.6,0,51.6,3.2,3.43,2,0,1,1,0,1,0,0,0,0,0,0,0,0
19.9,47581.0,4.66,93.6,4,24.1,5.6,3.11,3,0,0,1,1,0,0,1,0,0,0,0,0,0
19.8,39292.0,2.52,80.6,2,33.7,6.8,0.25,0,1,1,1,1,0,0,0,0,1,0,0,0,0
22.0,25000.0,3.76,84.4,0,22.0,7.8,1.73,0,0,0,1,1,0,1,0,0,0,1,0,0,0
21.2,34957.0,2.8,93.3,1,35.9,4.9,3.29,3,0,0,0,0,0,1,0,0,0,0,0,0,1
20.4,25000.0,1.98,72.6,2,36.1,6.6,1.16,1,0,1,1,1,0,0,0,1,0,0,1,0,0
21.4,25000.0,6.71,84.4,3,40.7,5.5,3.03,1,0,1,1,0,0,0,0,0,1,1,0,0,0
18.8,25000.0,3.15,79.2,4,28.4,2.1,2.54,0,0,0,1,1,0,1,0,0,0,1,0,0,0
21.2,33188.0,4.81,93.8,0,45.2,2.8,3.61,3,0,1,1,1,0,0,1,0,0,1,0,0,0
21.3,34538.0,6.72,86.2,1,33.6,7.0,3.11,2,0,0,1,0,0,0,0,0,1,0,0,0,0
17.7,56028.0,3.18,68.1,0,22.3,7.6,0.22,3,1,1,1,0,1,0,0,0,1,0,1,0,0
23.2,65146.0,2.36,78.7,3,22.4,1.7,3.38,0,0,0,1,0,1,0,0,0,0,1,0,0,0
19.1,36380.0,6.29,93.2,4,38.7,6.1,3.4,2,0,0,0,0,1,1,0,0,0,0,0,0,0
21.2,40549.0,2.79,89.1,2,45.2,6.0,1.67,2,0,0,0,1,0,0,0,0,0,0,0,1,0
23.6,31482.0,3.47,73.7,0,16.5,4.1,3.08,0,0,0,1,1,1,1,0,0,0,0,0,0,0
23.0,47114.0,3.26,74.2,1,39.0,4.1,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
21.1,39823.0,4.2,82.6,0,12.2,3.6,1.64,1,0,0,1,0,0,1,0,0,0,1,0,0,0
20.2,28776.0,1.63,81.6,3,22.6,2.0,1.62,2,0,0,1,0,0,0,0,1,0,0,0,0,0
23.1,108141.0,4.81,79.9,7,35.9,3.6,1.99,1,0,0,1,0,1,0,1,0,0,1,0,0,0
22.5,25000.0,4.6,78.8,1,19.8,6.8,2.96,1,0,0,1,1,1,0,0,0,1,0,0,1,0
19.6,71159.0,5.12,77.3,0,47.6,4.9,1.75,2,0,1,1,0,1,0,0,0,0,1,0,0,0
19.3,25000.0,5.1,100.0,2,37.3,6.8,1.71,0,0,1,1,1,0,1,0,0,0,0,0,0,0
17.0,29740.5,4.0,79.1,2,15.8,5.5,3.96,3,0,1,0,0,1,1,0,0,0,0,0,0,0
21.3,70399.0,3.6,76.7,0,37.9,6.3,0.89,3,1,1,1,1,0,0,0,0,1,1,0,0,0
20.8,29740.5,4.0,86.0,3,14.2,5.5,1.65,0,1,1,0,1,0,0,0,0,1,0,1,0,0
23.5,32318.0,3.15,81.2,0,30.0,1.0,2.93,2,0,1,1,0,0,0,0,0,0,0,0,0,0
21.8,45672.0,4.25,74.6,2,40.5,4.6,2.44,2,0,0,1,1,0,1,0,0,0,0,1,0,0
23.9,34585.0,2.97,80.0,4,38.5,6.1,3.58,3,0,0,1,0,0,0,0,1,0,0,0,0,0
19.5,29740.5,4.0,81.5,4,29.0,5.5,0.0,2,1,0,1,0,0,0,0,1,0,0,1,0,0
23.5,32265.0,3.43,85.4,0,25.9,3.0,2.97,0,1,0,1,0,0,1,0,0,0,0,1,0,0
19.8,25000.0,2.94,84.5,0,16.1,8.0,0.77,0,1,1,1,0,1,0,1,0,0,0,0,0,0
22.7,123109.0,5.37,73.9,0,32.2,6.3,1.85,1,0,1,1,1,0,0,0,0,0,1,0,0,0
17.8,25000.0,5.03,86.9,3,39.7,3.7,4.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
21.5,38580.0,4.07,89.1,0,54.8,7.3,2.22,1,0,1,1,0,0,0,0,0,1,0,0,0,0
17.0,25000.0,1.73,73.4,3,24.5,9.6,0.93,2,1,0,1,1,1,0,0,0,0,1,0,0,0
20.4,25000.0,2.86,75.8,2,40.2,4.9,1.79,1,0,0,1,0,1,1,0,0,0,0,1,0,0
22.0,25000.0,3.9,80.6,3,39.2,4.7,4.0,2,0,1,0,0,0,0,1,0,0,0,0,0,1
19.9,25000.0,4.61,83.8,0,24.3,3.8,3.16,2,0,1,1,0,0,1,0,0,0,1,0,0,0
18.7,57236.0,4.64,84.1,3,38.7,8.8,0.53,2,1,1,1,0,0,1,0,0,0,0,0,0,0
22.9,25000.0,4.3,81.7,1,20.2,4.2,4.0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
20.8,25000.0,4.04,70.5,2,33.1,3.8,1.57,2,1,0,1,0,0,0,0,0,1,1,0,0,0
19.9,29740.5,4.0,75.1,0,27.5,5.5,3.47,3,0,0,1,1,0,1,0,0,0,0,0,0,1
21.1,31458.0,3.18,74.1,0,35.3,4.4,0.8,2,0,0,1,0,1,1,0,0,0,0,0,0,0
26.8,25000.0,6.15,92.8,3,36.3,4.5,3.15,0,0,1,1,1,0,0,0,1,0,0,0,0,0
23.5,53928.0,5.34,91.3,1,23.7,4.1,3.06,2,0,0,1,0,1,0,0,1,0,0,0,0,0
23.6,35640.0,4.76,73.1,0,29.9,4.2,3.02,3,0,0,1,1,0,0,1,0,0,0,0,0,0
22.0,25000.0,2.53,84.8,3,28.5,5.8,2.87,0,0,1,1,0,0,1,0,0,0,0,0,1,0
21.4,49520.0,2.46,92.9,1,16.9,7.9,2.47,3,0,1,1,1,0,1,0,0,0,0,0,0,0
17.0,29875.0,3.96,86.7,3,25.6,3.7,3.63,3,1,1,1,1,1,0,0,0,1,0,0,0,0
19.5,30119.0,3.33,68.4,1,23.1,3.2,2.19,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19.9,25000.0,2.52,81.7,1,16.5,6.1,1.99,0,0,0,1,1,0,0,0,0,1,0,0,0,0
17.0,28491.0,4.14,88.7,2,20.4,6.5,3.06,1,0,0,1,0,0,1,0,0,0,0,0,0,0
18.5,36060.0,1.55,95.4,3,26.9,8.3,3.33,0,0,1,1,0,0,0,0,0,1,0,0,1,0
17.0,66180.0,3.88,80.9,0,30.7,8.0,0.77,1,1,0,1,1,0,0,0,0,1,0,0,1,0
20.9,25000.0,4.66,68.7,0,15.1,2.6,1.67,3,0,1,1,1,1,0,0,0,1,1,0,0,0
22.8,116642.0,4.62,99.5,3,44.4,1.9,4.0,3,0,1,1,0,1,1,0,0,0,0,1,0,0
23.4,41528.0,1.65,81.0,4,37.4,6.5,1.75,0,1,0,1,0,1,0,1,0,0,0,1,0,0
21.9,29740.5,4.0,93.6,2,29.0,5.5,2.49,2,0,0,1,1,0,0,0,0,1,1,0,0,0
18.9,25000.0,3.72,79.9,1,15.4,8.2,0.94,1,0,1,1,1,1,1,0,0,0,1,0,0,0
17.0,69745.0,3.18,86.4,2,27.4,6.2,1.3,2,1,1,1,1,0,1,0,0,0,0,0,0,1
17.1,62689.0,2.42,76.5,2,26.7,4.5,3.16,0,0,1,1,0,0,0,0,0,1,1,0,0,0
18.2,30057.0,1.2,76.7,0,17.0,7.4,2.15,0,0,0,1,0,0,0,0,1,0,1,0,0,0
